id,tipo,text_start,text_end,text
14996859,Premise,1751,1883,"Sexual functioning was worse for women who received chemotherapy than for those who did not, regardless of type of surgery (P<.001)."
14996859,Claim,1884,2113,"At the end of primary treatment for breast cancer, women in all treatment groups report good emotional functioning but report decreased physical functioning, particularly among women who have a mastectomy or receive chemotherapy."
14996859,Claim,2114,2307,"Clinical interventions to address common symptoms associated with treatment should be considered to improve physical and emotional functioning at the end of primary treatment for breast cancer."
15120769,Premise,1022,1122,"No between-treatment differences were observed for changes in quality of life or performance status,"
15120769,Premise,1127,1259,"patients started on strong opioids had significantly better pain relief than patients treated according to WHO guidelines (P=0.041)."
15120769,Premise,1260,1502,"Additionally, patients started on strong opioids required significantly fewer changes in therapy, had greater reduction in pain when a change was initiated, and reported greater satisfaction with treatment than the comparator group (P=0.041)."
15120769,Claim,1503,1607,"Strong opioids were safe and well-tolerated, with no development of tolerance or serious adverse events."
15120769,Claim,1608,1723,"These data suggest the utility of strong opioids for first-line treatment of pain in patients with terminal cancer."
15297582,Premise,1119,1232,"On average, there were significantly higher volumes of tris-acryl microspheres used (9.0 mL vs 3.0 mL; P =.0001),"
15297582,Premise,1241,1311,"microcatheter occlusion was more common with PVA (28% vs 4%, P =.001)."
15297582,Premise,1312,1438,"There were no differences in pain severity, other postprocedural symptoms, or medication use between the two treatment groups."
15297582,Premise,1439,1594,"There were also no differences in the frequency of incompletely infarcted leiomyomas, degree of improvement in symptom score, patient satisfaction, or QOL."
15297582,Claim,1595,1723,"No substantive differences were detected between outcomes of embolization with PVA particles or tris-acryl gelatin microspheres."
15338385,Claim,74,196,"Aerobic exercise and psychosocial interventions have been shown to reduce the severity of this symptom in cancer patients."
15338385,Premise,927,1113,"Physical performance of the training group improved significantly during the programme (9.4+/-20 watts, p=0.01) but remained unchanged in the relaxation group (1.5+/-14.8 watts, p=0.37)."
15338385,Premise,1114,1303,"Fatigue and global health scores improved in both groups during the intervention (fatigue: training group 21%, relaxation group 19%; global health of both groups 19%, p for all < or =0.01);"
15338385,Premise,1304,1403,"however, there was no significant difference between changes in the scores of both groups (p=0.67)."
15338385,Claim,1404,1549,"We conclude that a structured aerobic training programme improves the physical performance of patients recovering from surgery for solid tumours."
15338385,Claim,1550,1664,"However, exercise is not better than progressive relaxation training for the treatment of fatigue in this setting."
15378098,Premise,867,1007,"With a mixed modeling approach, total FACIT F scores for the entire sample declined at a significant rate (p = 0.003) beginning with cycle 3"
15378098,Premise,1008,1067,"but at a slower rate for the experimental group (p = 0.02)."
15378098,Premise,1068,1233,"Fatigue scores indicated less increase and physical well-being subscale scores showed less decline for the experimental group (p = 0.008 and p = 0.02, respectively)."
15378098,Premise,1234,1451,"Women with advanced breast cancer randomized to the seated exercise intervention had a slower decline in total and physical well-being and less increase in fatigue scores starting with the third cycle of chemotherapy."
15378098,Claim,1452,1592,"Seated exercise may be a feasible exercise program for women with advanced cancer for controlling fatigue and improving physical well-being."
15452187,Premise,579,751,"Placebo-treated patients had a mean increase in HgB of 0.9 g/dL (range, -3.8 to +5.3) compared with 2.8 g/dL (range, -2.2 to +7.5) for epoetin-treated patients (P < .0001)."
15452187,Premise,752,902,"During the study, 31.7% of placebo-treated patients achieved a > or = 2 g/dL HgB increase compared with 72.7% of epoetin-treated patients (P < .0001)."
15452187,Premise,903,1020,"The incidence of RBC transfusion for placebo and epoetin treatment arms was 39.6% and 25.3% (P = .005), respectively."
15452187,Premise,1124,1176,"The incidence of toxicity in the groups was similar."
15452187,Premise,1177,1302,"Changes in the average QOL scores from baseline to the end of the study were similar in the two groups (P = not significant)."
15452187,Premise,1303,1512,"The HgB responders (irrespective of treatment arm) had a mean change in Functional Assessment of Cancer Therapy (FACT) fatigue score from a baseline of +5.1 compared with -2.1 for the nonresponders (P = .006)."
15452187,Claim,1513,1605,"Epoetin alfa significantly improved HgB and reduced transfusions in this patient population."
15452187,Claim,1606,1710,"These results support the use of weekly epoetin alfa as an ameliorative agent for cancer-related anemia."
15452188,Claim,1,191,"Epoetin alfa administered at 40,000 U once weekly (qw) to anemic cancer patients receiving chemotherapy increases hemoglobin levels, improves quality of life (QOL), and reduces transfusions."
15452188,Premise,621,919,"At week 12, Functional Assessment of Cancer Therapy-Anemia (FACT-An; mean, 2.16 +/- 12.84 for epoetin alfa v -4.43 +/- 13.42 for SOC) and FACT-An fatigue (mean, 1.85 +/- 10.52 for epoetin alfa v -3.55 +/- 11.14 for SOC) change scores were significantly higher in the epoetin alfa group (P < .0001)."
15452188,Premise,920,1175,"Hemoglobin responses defined as mean hemoglobin > or = 12 g/dL or a > or = 2 g/dL increase compared with baseline were significantly higher in the epoetin alfa group versus SOC: 52.0% v 5.1% and 65.7% v 6.3%, respectively (P < .0001 for both comparisons)."
15452188,Premise,1176,1281,"Percentage transfused was significantly lower in the epoetin alfa group compared with SOC (8.6% v 22.9%)."
15452188,Premise,1282,1371,"More than 90% of patients did not require a dose increase and 28.7% had a dose reduction."
15452188,Claim,1372,1538,"Epoetin alfa administered at 40,000 U qw is effective in improving QOL, maintaining hemoglobin level, and reducing transfusion requirements in breast cancer patients."
15452188,Claim,1539,1636,"The high effectiveness observed could be attributed in part to early treatment with epoetin alfa."
15454357,Premise,803,1098,"Intention-to-treat analysis based on participants with follow-up data indicated a significant difference in total exercise in favor of the recommendation-only group over the usual care group (mean difference, 3.4 MET hr per week; 95% confidence interval [CI], 0.7-6.1 MET hr per week; p = .011)."
15454357,Premise,1099,1293,"There was no significant difference between the recommendation-plus-referral group and the usual care group (mean difference, 1.5 MET hr per week; 95% CI, -1.0 to 4.0 MET hr per week; p = .244)."
15454357,Premise,1294,1582,"Ancillary ""on-treatment"" analyzes showed that participants who recalled an exercise recommendation reported significantly more total exercise than participants who did not recall an exercise recommendation (mean difference, 4.1 MET hr per week: 95% CI, 1.9-6.4 MET hr per week; p < .001)."
15454357,Claim,1583,1776,"Our findings suggest that an oncologist recommendation may increase exercise behavior in newly diagnosed breast cancer survivors, particularly if it is recalled 1 week after the recommendation."
15472910,Premise,1147,1514,"The group treated with oral Etoposide had a significantly better QOL than the radiotherapy group for the total FLI-C score (adjusted mean plus standard error at 3-months 89 +/- 3 vs. 76 +/- 3; p = 0.004) and for the hardship (11 +/- 0.4 vs. 9 +/- 0.4; p = 0.001); social (10 +/- 0.4 vs. 8 +/- 0.4; p = 0.001) and nausea (9 +/- 0.4 vs. 8 +/- 0.4; p = 0.002) subscales."
15472910,Premise,1515,1669,"In addition, on the physical and psychological subscales, the Etoposide group had a significantly better QOL than the other 3 treatment groups (p < 0.04)."
15472910,Premise,1670,1834,"The 3-drug combination, supportive care and radiotherapy groups did not differ significantly from each other with respect to the total FLI-C score or its subscales."
15472910,Premise,1835,1892,"There were no group differences with respect to survival."
15472910,Claim,1893,1975,"Oral Etoposide therapy resulted in better total FLI-C QOL score than radiotherapy."
15472910,Claim,1985,2104,"Etoposide resulted in better physical and psychological subscale scores than radiotherapy, 3-drugs and supportive care."
15472910,Claim,2105,2259,"Thus, funds permitting, oral Etoposide is a pragmatic approach to treating EKS in an environment where antiretroviral drugs are not universally available."
15472910,MajorClaim,2260,2406,"The study underscores the value of undertaking studies in areas of disease prevalence and the necessity of selecting appropriate outcome measures."
15514373,Premise,723,936,"The overall response rates, which were confirmed by an independent expert panel, were 13% (95% CI, 3.4% to 23.3%), 27% (95% CI, 14.1% to 40.4%), and 40% (95% CI, 25.7% to 54.3%) for arms A, B, and C, respectively."
15514373,Premise,937,1357,"Median progression-free survival and overall survival times were 3.2 months (95% CI, 1.8 to 4.6 months) and 6.8 months (95% CI, 2.6 to 11.1 months) with LV5FU2, respectively; 4.9 months (95% CI, 3.5 to 6.3 months) and 9.5 months (95% CI, 6.9 to 12.2 months) with LV5FU2-cisplatin, respectively; and 6.9 months (95% CI, 5.5 to 8.3 months) and 11.3 months (95% CI, 9.3 to 13.3 months) with LV5FU2-irinotecan, respectively."
15514373,Claim,1358,1489,"Of the three regimens tested, the combination of LV5FU2-irinotecan is the most promising and will be assessed in a phase III trial."
15542159,Premise,1148,1277,"At 12 months post-randomisation, there was no significant difference between treatment and control groups in terms of arm volume."
15542159,Premise,1278,1434,"Absolute change in arm volume at 12 months was 2.5% (95% CI -0.40 to 5.3) in the treatment group compared to 1.2% (95% CI -2.8 to 5.1) in the placebo group."
15542159,Premise,1435,1819,"The difference in mean volume change between randomisation groups at 12 months was not statistically significant (P = 0.6), -1.3% (95% CI -6.1 to 3.5), nor was there a significant difference in response at 6 months (P = 0.7), where mean change in arm volume from baseline in the treatment and placebo groups was -2.3% (95% CI -7.9 to 3.4) and -1.1% (95% CI -3.9 to 1.7), respectively."
15542159,Premise,1820,2172,"There were no significant differences between randomised groups in terms of secondary endpoints, including tissue induration (fibrosis) in the irradiated breast or chest wall, pectoral fold or supraclavicular fossa, change in photographic breast/chest wall appearance or patient self-assessment of function and Quality of Life at either 6 or 12 months."
15542159,Claim,2173,2517,"The study fails to demonstrate efficacy of dl-alpha tocopheryl acetate plus pentoxifylline in patients with arm lymphoedema following axillary surgery and lymphatic radiotherapy, nor does it suggest any benefits of these drugs in radiation-induced induration (fibrosis) in the breast, chest wall, pectoral fold, axilla or supraclavicular fossa."
15547181,Premise,936,1605,"After a median follow-up of 23 months, both groups had similar progression-free survival (medians of 15.0 months for docetaxel-carboplatin and 14.8 months for paclitaxel-carboplatin; hazard ratio [HR] docetaxel-paclitaxel = 0.97, 95% confidence interval [CI] = 0.83 to 1.13; P = .707), overall survival rates at 2 years (64.2% and 68.9%, respectively; HR = 1.13, 95% CI = 0.92 to 1.39; P = .238), and objective tumor (58.7% and 59.5%, respectively; difference between docetaxel and paclitaxel = -0.8%, 95% CI = -8.6% to 7.1%; P = .868) and CA-125 (75.8% and 76.8%, respectively; difference docetaxel-paclitaxel = -1.0%, 95% CI = -7.2% to 5.1%; P = .794) response rates."
15547181,Premise,1606,1946,"However, docetaxel-carboplatin was associated with substantially less overall and grade 2 or higher neurotoxicity than paclitaxel-carboplatin (grade > or =2 neurosensory toxicity in 11% versus 30%, difference = 19%, 95% CI = 15% to 24%; P<.001; grade > or =2 neuromotor toxicity in 3% versus 7%, difference = 4%, 95% CI = 1% to 7%; P<.001)."
15547181,Premise,1947,2195,"Treatment with docetaxel-carboplatin was associated with statistically significantly more grade 3-4 neutropenia (94% versus 84%, difference = 11%, 95% CI = 7% to 14%; P<.001) and neutropenic complications than treatment with paclitaxel-carboplatin,"
15547181,Premise,2196,2272,"although myelosuppression did not influence dose delivery or patient safety."
15547181,Premise,2273,2321,"Global quality of life was similar in both arms,"
15547181,Premise,2322,2391,"but substantive differences in many symptom scores favored docetaxel."
15547181,Claim,2392,2513,"Docetaxel-carboplatin appears to be similar to paclitaxel-carboplatin in terms of progression-free survival and response,"
15547181,Claim,2514,2591,"although longer follow-up is required for a definitive statement on survival."
15547181,MajorClaim,2592,2727,"Thus, docetaxel-carboplatin represents an alternative first-line chemotherapy regimen for patients with newly diagnosed ovarian cancer."
15625369,Premise,918,1041,"There was a significant survival advantage for GCa compared with MIC (hazard ratio, 0.76; 95% CI, 0.61 to 0. 93; P = .008)."
15625369,Premise,1042,1242,"Median survival was 10 months with GCa and 7.6 months with MIC (difference, 2.4 months; 95% CI, 1.0 to 4.0), and 1-year survival was 40% with GCa and 30% with MIC (difference, 10%; 95% CI, 3% to 18%)."
15625369,Premise,1243,1316,"Overall response rates were similar (42% for GCa v 41% for MIC; P = .84)."
15625369,Premise,1317,1367,"More thrombocytopenia occurred with GCa (P = .03),"
15625369,Premise,1368,1442,"but this was not associated with increased hospital admission or fatality."
15625369,Premise,1443,1591,"GCa caused less nausea, vomiting, constipation, and alopecia and was associated with fewer admissions for administration and better quality of life."
15625369,Claim,1592,1732,"In patients with advanced NSCLC, GCa chemotherapy was shown to be a better-tolerated treatment that conferred a survival advantage over MIC."
15659490,MajorClaim,1,93,"The role of high-dose chemotherapy (HDCT) in metastatic breast cancer remains controversial."
15659490,Claim,94,185,"Trials with late intensification HDCT have failed to show an advantage in overall survival."
15659490,Premise,813,922,"Intent-to-treat CR rates for patients randomized to HDCT and AT were 12.5% and 11.1%, respectively (P = .84)."
15659490,Premise,923,1042,"Objective response rates were 66.7% for patients in the high-dose group and 64.4% for patients in the AT arm (P = .82)."
15659490,Premise,1043,1352,"In an intent-to-treat analysis, there were no significant differences between the two treatments in median time to progression (HDCT, 11.1 months; AT, 10.6 months; P = .67), duration of response (HDCT, 13.9 months; AT, 14.3 months; P = .98), and overall survival (HDCT, 26.9 months; AT, 23.4 months; P = .60)."
15659490,Premise,1353,1535,"HDCT was associated with significantly more myelosuppression, infection, diarrhea, stomatitis, and nausea and vomiting, whereas patients treated with AT developed more neurotoxicity."
15659490,Claim,1536,1640,"This trial failed to show a benefit for up-front tandem HDCT compared with standard combination therapy."
15659490,Claim,1641,1693,"HDCT was associated with more acute adverse effects."
15668285,Premise,740,896,"The most frequent toxic effects were grade 3/4 diarrhea (arm A: 34%, B: 19%), grade 3/4 neutropenia (A: 5%, B: 19%) and grade 2/3 alopecia (A: 26%, B: 65%)."
15668285,Premise,897,943,"Other grade 3/4 toxic effects were rare (<5%)."
15668285,Premise,944,1057,"Response rates were 34% [95% confidence interval (CI) 20% to 51%] in arm A and 35% (95% CI: 20% to 53%) in arm B."
15668285,Premise,1058,1209,"Median time to progression was 6.9 (4.6-10.1) and 9.2 (7.9-11.5) months and median overall survival was 17.4 (12.6-23.0+) and 24.7 (16.3-26.4+) months."
15668285,Premise,1210,1447,"Patients with an objective tumor response reported better physical well-being (P < 0.01), mood (P < 0.05), functional performance (P < 0.05) and less effort to cope (P < 0.05) compared with the non-responders and stable disease patients."
15668285,Claim,1651,1803,"The 3-weekly irinotecan schedule also seemed advantageous in terms of grade 3/4 diarrhea, time to progression, overall survival and patient convenience,"
15668285,Claim,1804,1877,"but the study was not designed to detect differences in these parameters."
15668285,Claim,1891,1962,"tumor response was shown to have a beneficial effect on QoL indicators."
15684319,Premise,730,865,"At radiotherapy completion, energy intake increased in G1/G2 (P < or = .04), G1 more than G2 (P = .001), and decreased in G3 (P < .01)."
15684319,Premise,866,982,"Protein intake increased in G1/G2 (P < or = .007), G1 less than G2 (not significant), and decreased in G3 (P < .01)."
15684319,Premise,983,1060,"At 3 months, G1 maintained nutritional intake and G2/G3 returned to baseline."
15684319,Premise,1061,1175,"After radiotherapy and at 3 months, rates of anorexia, nausea, vomiting, and diarrhea were higher in G3 (P < .05)."
15684319,Premise,1176,1451,"At radiotherapy completion, in G1 all QoL function scores improved proportionally to adequate intake or nutritional status (P < .05); whereas in G2 only three of six function scores improved proportionally to protein intake (P = .04), and in G3 all scores worsened (P < .05)."
15684319,Premise,1452,1665,"At 3 months, G1 patients maintained/improved function, symptoms, and single-item scores (P < .02); in G2, only few function and symptom scales improved (P < .05); in G3, QoL remained as poor as after radiotherapy."
15684319,Premise,1666,1796,"In G1/G2, respectively, improvement/deterioration of QoL correlated with better or poorer intake or nutritional status (P < .003)."
15684319,Claim,1797,1868,"During radiotherapy, both interventions positively influenced outcomes;"
15684319,Claim,1869,2029,"dietary counseling was of similar or higher benefit, whereas even 3 months after RT, it was the only method to sustain a significant impact on patient outcomes."
15705087,Premise,1367,1567,"The use of prophylactic tamsulosin resulted in a statistically lower dysuria severity score (difference of 2.7 vs 4.2, P < 0.005) at 1 month, with no discernible differences at 3, 6, 12 and 18 months."
15705087,Premise,1568,1622,"Patients with dysuria had a statistically higher IPSS."
15705087,Premise,1623,1683,"The dysuria resolved faster in patients implanted with 103Pd"
15705087,Premise,1780,1889,"In multivariate analysis, prophylactic alpha-blockers resulted in statistically lower maximum dysuria scores,"
15705087,Premise,1890,2026,"while the maximum IPSS after implantation and isotope type (but only at 6 months) were the best predictors of the resolution of dysuria."
15705087,Claim,2027,2087,"Dysuria is common after brachytherapy but is typically mild."
15705087,Claim,2088,2163,"Prophylactic alpha-blockers gave significantly lower maximum dysuria scores"
15705087,Claim,2164,2221,"but did not affect the time to the resolution of dysuria."
15705087,Claim,2222,2309,"The maximum IPSS after the implant was the best predictor of the resolution of dysuria."
15705087,Premise,1684,1779,"but was unaffected by the use of supplemental radiotherapy and/or androgen deprivation therapy."
15713598,Premise,809,921,"There was significant early attrition due to disease progression; only 61.5% of patients were alive at 2 months."
15713598,Premise,922,1093,"There was a significant improvement in KP from baseline to pre-cycle 3 in both arms, with a trend in favor of the 3w4 regimen for duration and faster onset of improvement."
15713598,Premise,1094,1253,"Eight of the 17 quality-of-life (QOL) variables assessed showed an improvement of more than 10% between baseline and the start of the third cycle of treatment."
15713598,Premise,1254,1318,"Response rate, survival, and duration were similar in both arms."
15713598,Claim,1319,1488,"There was no significant difference between the two schedules examined in terms of improvement in KP or QOL, but there seemed to be a trend in favor of the 3w4 schedule."
15714933,Premise,1016,1212,"TSS improved in 49 patients (77%) on regimen 1, and in 57 (92%) patients on regimen 2, a difference of 15% (95% confidence interval [CI] 3-28) in the proportion improving between the two regimens."
15714933,Premise,1213,1421,"A complete resolution of all symptoms was achieved in three (5%) on regimen 1, and in 14 (23%) patients on regimen 2 (P < 0.001), a difference in the proportion between the two regimens of 21% (95% CI 10-33)."
15714933,Premise,1422,1557,"A significantly higher proportion of patients experienced palliation and complete resolution of chest pain and dyspnoea with regimen 2."
15714933,Premise,1558,1599,"No differences were observed in toxicity."
15714933,Premise,1600,1690,"The median survival was 22.7 weeks for regimen 1 and 28.3 weeks for regimen 2 (P = 0.197)."
15714933,Claim,1691,1795,"Although this trial met the pre-determined criteria for equivalence between the two palliative regimens,"
15714933,Claim,1796,1937,"significantly more patients achieved complete resolution of symptoms and palliation of chest pain and dyspnoea with the fractionated regimen."
15738537,Claim,1,210,"Bevacizumab, a monoclonal antibody against vascular endothelial growth factor, increases survival when combined with irinotecan-based chemotherapy in first-line treatment of metastatic colorectal cancer (CRC)."
15738537,Premise,918,1056,"Median survival was 16.6 months for the FU/LV/bevacizumab group and 12.9 months for the FU/LV/placebo group (hazard ratio, 0.79; P = .16)."
15738537,Premise,1057,1156,"Median progression-free survival was 9.2 months (FU/LV/bevacizumab) and 5.5 months (FU/LV/placebo);"
15738537,Premise,1157,1189,"hazard ratio was 0.50; P = .0002"
15738537,Premise,1191,1274,"Response rates were 26.0% (FU/LV/bevacizumab) and 15.2% (FU/LV/placebo) (P = .055);"
15738537,Premise,1275,1362,"duration of response was 9.2 months (FU/LV/bevacizumab) and 6.8 months (FU/LV/placebo);"
15738537,Premise,1363,1395,"hazard ratio was 0.42; P = .088."
15738537,Premise,1396,1470,"Grade 3 hypertension was more common with bevacizumab treatment (16% v 3%)"
15738537,Premise,1471,1556,"but was controlled with oral medication and did not cause study drug discontinuation."
15738537,Claim,1557,1833,"Addition of bevacizumab to FU/LV as first-line therapy in CRC patients who were not considered optimal candidates for first-line irinotecan treatment provided clinically significant patient benefit, including statistically significant improvement in progression-free survival."
15748464,Claim,1,123,"Impaired cognition, fatigue, and diminished quality of life (QOL) are commonly associated with breast cancer chemotherapy."
15748464,Premise,945,1041,"Mean change in EXIT25 scores from baseline to cycle 4 in the epoetin alfa group was 1.3 +/- 3.3;"
15748464,Premise,1042,1153,"the mean change was 0.3 +/- 2.4 in the placebo group (a negative change indicates improved executive function)."
15748464,Premise,1154,1270,"There was no difference between groups in mean change in EXIT25 score from baseline to 6-month follow-up assessment."
15748464,Premise,1271,1395,"Mean hemoglobin levels were higher in the epoetin alfa group compared with the placebo group after 4 cycles of chemotherapy."
15748464,Premise,1396,1592,"Epoetin alfa recipients had less of a decrease in FACT-An subscale scores from baseline to cycle 4 and improvement in FACT-An subscale scores at 6-month follow-up assessment compared with placebo."
15748464,Claim,1593,1633,"Epoetin alfa therapy was well tolerated."
15748464,Claim,1634,1785,"These data suggest that epoetin alfa may have attenuated the cognitive impairment and fatigue that occurred during adjuvant breast cancer chemotherapy."
15750359,Premise,694,951,"There was no evidence of a difference seen between groups for either activity (adjusted difference =-0.4, 95% confidence interval CI -1.0 to 0.2, p = 0.17) or profile scores (adjusted difference = -0.4, 95% CI -0.9 to 0.1, p = 0.13) using this trial design,"
15750359,Claim,952,1102,"although post hoc power calculations suggests that 65-175 would be needed per group to detect differences of this magnitude with sufficient precision."
15750359,Premise,1103,1217,"Clinically relevant improvements in symptoms and mood disturbance were seen for both groups over the study period."
15750359,Claim,1218,1282,"Improvements were seen for symptom scores over the study period."
15750359,Claim,1283,1510,"However, presuming these improvements were caused by the individualized homeopathic approach, the study failed to show clearly that the specific effect of the remedy added further to the nonspecific effects of the consultation."
15750359,Claim,1511,1733,"Future trial design must ensure adequate power to account for the nonspecific impact of such complex individualized interventions while pragmatic designs may more readily answer questions of clinical and cost effectiveness"
15750360,Premise,734,837,"There was no significant difference found in the primary outcome measure, the hot flash severity score,"
15750360,Premise,838,950,"although there was a positive trend in the single remedy group during the first 3 months of the study (p = 0.1)."
15750360,Premise,951,1088,"A statistically significant improvement in general health score in both homeopathy groups (p < 0.05) on the SF-36 after 1 year was found."
15750360,Premise,1089,1238,"Evidence of a homeopathic ""drug proving"" in the subjects receiving the homeopathic combination medicine who were not taking tamoxifen also was found."
15750360,Claim,1239,1286,"Small sample size precludes definitive answers,"
15750360,Claim,1287,1481,"but results from this preliminary trial suggest that homeopathy may be of value in the treatment of menopausal symptoms and improving quality of life, especially in those women not on tamoxifen."
15750360,Claim,1482,1597,"Larger studies should be carried out that also include healthy women who want to avoid hormone replacement therapy."
15753541,MajorClaim,143,282,"Thalidomide, which is an inhibitor of TNF-alpha synthesis, may represent a novel and rational approach to the treatment of cancer cachexia."
15753541,Premise,869,1217,"At four weeks, patients who received thalidomide had gained on average 0.37 kg in weight and 1.0 cm(3) in arm muscle mass (AMA) compared with a loss of 2.21 kg (absolute difference -2.59 kg (95% confidence interval (CI) -4.3 to -0.8); p = 0.005) and 4.46 cm(3) (absolute difference -5.6 cm(3) (95% CI -8.9 to -2.2); p = 0.002) in the placebo group."
15753541,Premise,1218,1514,"At eight weeks, patients in the thalidomide group had lost 0.06 kg in weight and 0.5 cm(3) in AMA compared with a loss of 3.62 kg (absolute difference -3.57 kg (95% CI -6.8 to -0.3); p = 0.034) and 8.4 cm(3) (absolute difference -7.9 cm(3) (95% CI -14.0 to -1.8); p = 0.014) in the placebo group."
15753541,Premise,1515,1612,"Improvement in physical functioning correlated positively with weight gain (r = 0.56, p = 0.001)."
15753541,Claim,1613,1767,"Thalidomide was well tolerated and effective at attenuating loss of weight and lean body mass in patients with cachexia due to advanced pancreatic cancer."
15800308,Premise,1068,1236,"AM was associated with higher rates of acute nausea (P = .03), vomiting (P = .007), cardiovascular toxicity (P = .0001), and infection or febrile neutropenia (P = .03)."
15800308,Premise,1237,1320,"The rate of >/= grade 3 esophagitis was 30% with AM versus 34% without AM (P = .9)."
15800308,Premise,1321,1417,"Patient diaries demonstrated lower swallowing dysfunction AUC with amifostine (z test P = .025)."
15800308,Premise,1418,1631,"QOL was not significantly different between the two arms, except for pain, which showed more clinically meaningful improvement and less deterioration at 6 weeks follow-up (v pretreatment) in the AM arm (P = .003)."
15800308,Premise,1632,1729,"The median survival rates for both arms were comparable (AM, 17.3 v no AM, 17.9 months; P = .87)."
15800308,Claim,1730,1853,"AM did not significantly reduce esophagitis >/= grade 3 in patients receiving hyperfractionated radiation and chemotherapy."
15800308,Claim,1854,1986,"However, patient self-assessments suggested a possible advantage to AM that is being explored with modified dosing route strategies."
15839957,Premise,76,269,"For those patients who have recurrence of disease at least 6 months after initial therapy, the paclitaxel-platinum combination has been shown to be a superior treatment to platinum monotherapy."
15839957,Claim,270,386,"However, many patients develop clinically relevant neurotoxicity, frequently resulting in treatment discontinuation."
15839957,Premise,1373,1621,"With a median follow-up of 17 months, median PFS was 8.6 months for gemcitabine-carboplatin (95% confidence interval [CI] 7.9-9.7 months) and 5.8 months for carboplatin (95% CI 5.2-7.1 months; hazard ratio [HR] 0.72 [95% CI 0.58-0.90; P = 0.0032])."
15839957,Premise,1622,1772,"The response rate for the gemcitabine-carboplatin group was 47.2% (95% CI 39.9-54.5%) and 30.9% for carboplatin group (95% CI 24.1-37.7%; P = 0.0016)."
15839957,Premise,1773,1841,"The HR for overall survival was 0.96 (95% CI 0.75-1.23; P = 0.7349)."
15839957,Premise,1842,2003,"Patients treated with gemcitabine-carboplatin reported significantly faster palliation of abdominal symptoms and a significantly improved global quality of life."
15839957,Claim,2004,2130,"Gemcitabine-carboplatin treatment significantly improves the PFS of patients with platinum-sensitive recurrent ovarian cancer."
15880316,Premise,936,1072,"Survival and hospital stay did not differ among the groups, whereas overall complications were higher on artificial nutrition (P < .05)."
15880316,Premise,1073,1182,"Changes in resting energy expenditure and biochemical tests did not differ during follow-up among the groups."
15880316,Premise,1183,1268,"Body weight and whole body fat declined similarly over time in all groups (P < .005),"
15880316,Premise,1277,1355,"lean body mass was unchanged during follow-up compared to preoperative values."
15880316,Premise,1356,1475,"Maximum exercise capacity and maximum oxygen consumption were normalized within 6 months postoperatively in all groups."
15880316,Premise,1476,1544,"There was no difference in recovery of food intake among the groups."
15880316,Claim,1545,1636,"Parenteral feeding was associated with the highest rate of nutrition-related complications,"
15880316,Claim,1645,1702,"enteral feeding reduced quality of life most extensively."
15880316,Claim,1703,1847,"After major surgery, specialized supportive enteral and parenteral nutrition are not superior to oral nutrition only when guided by a dietitian."
15888157,Claim,1,152,"Facial hirsutism is one of the characteristic features of polycystic ovary syndrome (PCOS), and this can lead to high levels of depression and anxiety."
15888157,Premise,838,1036,"Self-reported severity of facial hair in the intervention group (n = 51) fell from 7.3 to 3.6 over the 6-month study period; for the control group (n = 37) the corresponding scores were 7.1 and 6.1."
15888157,Premise,1037,1136,"The change was significantly greater in the intervention group [ancova F((1,83)) = 24.5, P < 0.05]."
15888157,Premise,1137,1315,"Self-reported time spent on hair removal declined from 112 to 21 min per week in the intervention group and from 92 to 56 min in the control group [F((1,80)) = 10.2, P </= 0.05]."
15888157,Premise,1316,1462,"Mean depression scores fell from 6.7 to 3.6 in the intervention group, compared with 6.1 to 5.4 in the control group [F((1,83)) = 14.7, P < 0.05]."
15888157,Premise,1463,1588,"A similar change was seen for mean anxiety scores: intervention 11.1 to 8.2, control 9.6 to 9.3 [F((1,84)) = 17.8, P < 0.05]."
15888157,Premise,1589,1750,"Psychological quality of life also improved more in the intervention group, from 49.6 to 61.2 vs. 50.1 to 51.5 in the control group [F((1,84)) = 10.9, P < 0.05]."
15888157,Claim,1751,1910,"Laser treatment appeared to reduce the severity of facial hair and time spent on hair removal as well as alleviating depression and anxiety in women with PCOS."
15888157,Claim,1911,2056,"These findings suggest that ways of making this method of hair removal more widely available to women with facial hirsutism should be considered."
15892043,Claim,1,172,"For patients with anthracycline-pretreated metastatic breast carcinoma, capecitabine plus docetaxel significantly increased overall survival compared with docetaxel alone."
15892043,Premise,1000,1126,"Capecitabine/docetaxel increased the median overall survival by 3 months compared with docetaxel alone (14.5 vs. 11.5 months)."
15892043,Premise,1127,1226,"The mean quality-adjusted survival was increased by 1.8 months in the capecitabine/docetaxel group."
15892043,Premise,1227,1409,"The total medical-resource utilization cost per patient was 8.9% higher with the combination: 24,475 dollars for combination therapy versus 22,477 dollars for single-agent docetaxel."
15892043,Premise,1410,1519,"The mean cost per QALY gained with combination therapy was 13,558 dollars (standard deviation, 6742 dollars)."
15892043,Premise,1520,1629,"Cost savings due to reduced docetaxel dose and hospital use were the major cost offsets with the combination."
15892043,Premise,1630,1824,"Sensitivity analyses showed that varying the mean hospital cost per day from the 5th to the 95th percentile resulted in cost-utility ratios ranging from 20,326 dollars to as low as 6360 dollars."
